Age,Income,Credit_Score,Income_to_Expense_Ratio,Marital_Status,Guarantor,Purpose,Dependents,Ongoing_Loans,Ongoing_Loan_Amount,Ongoing_Loan_EMI,FD,FD_Amount,Geo_Location,Employment_Years,Loan_Amount,Tenure_Months,EMI,Interest_Rate,Interest_Amount
49,279152,369,0.82,Married,No,Medical loan,1,0,0,0,No,0,Rural,12,210695,24,10097,13.81,31633
46,168477,753,0.75,Single,No,Medical loan,0,0,0,0,Yes,134027,Rural,11,193371,240,1862,9.97,253509
20,258141,738,0.41,Married,No,Medical loan,0,0,0,0,Yes,225016,Urban,14,218345,36,7057,10.12,35707
57,100909,663,0.58,Single,No,Personal loan,5,2,1946858,74879,No,0,Urban,28,50000,60,1083,10.87,14980
51,161899,780,0.36,Married,Yes,Personal loan,2,3,489169,15779,No,0,Rural,22,50000,120,625,8.7,25000
57,70354,443,0.51,Married,Yes,Business loan,5,1,1834645,44747,Yes,506092,Urban,12,50000,120,719,12.07,36280
44,28157,323,0.54,Married,Yes,Auto loan,2,1,476627,14894,No,0,Rural,37,50000,240,595,13.27,92800
30,45315,724,0.78,Single,No,Auto loan,3,3,164708,2839,Yes,646130,Urban,34,319040,240,3133,10.26,432880
62,155486,474,0.83,Married,No,Business loan,0,1,847696,18428,Yes,360385,Urban,39,88109,60,1993,12.76,31471
50,268669,624,0.49,Single,No,Medical loan,2,1,1000949,18199,No,0,Urban,11,50000,120,696,11.26,33520
23,142018,647,0.21,Married,Yes,Auto loan,1,0,0,0,Yes,709651,Urban,29,383158,24,17686,10.03,41306
41,286837,317,0.8,Single,Yes,Business loan,3,1,197003,11588,No,0,Urban,4,55993,120,863,13.83,47567
36,299385,343,0.32,Married,No,Auto loan,4,2,616347,12840,Yes,130496,Urban,1,50000,36,1722,14.57,11992
33,105790,454,0.64,Single,No,Business loan,2,2,52650,2393,Yes,911064,Urban,29,487751,60,11087,12.96,177469
57,82255,676,0.22,Married,No,Auto loan,5,0,0,0,No,0,Rural,34,50000,36,1630,10.74,8680
45,205829,701,0.48,Married,No,Medical loan,2,0,0,0,Yes,936962,Urban,9,330889,240,3413,10.99,488231
50,182275,524,0.89,Single,No,Personal loan,5,1,512221,15065,No,0,Rural,8,50000,60,1131,12.76,17860
65,202933,516,0.27,Married,Yes,Personal loan,5,0,0,0,Yes,569949,Urban,16,326068,24,15248,11.34,39884
58,271439,867,0.5,Married,Yes,Medical loan,0,0,0,0,No,0,Urban,37,135719,12,11795,7.83,5821
30,21350,330,0.42,Single,Yes,Auto loan,3,3,1610663,29284,Yes,876860,Rural,29,94643,36,3198,13.2,20485
60,196584,358,0.83,Married,Yes,Medical loan,5,0,0,0,No,0,Rural,40,122373,240,1426,12.92,219867
62,111894,652,0.81,Married,Yes,Business loan,0,2,1096097,21921,No,0,Urban,34,50000,36,1612,9.98,8032
42,41728,744,0.37,Single,No,Personal loan,0,1,355168,17758,Yes,586900,Urban,6,95793,240,960,10.56,134607
59,289720,534,0.26,Married,No,Education loan,5,0,0,0,Yes,556225,Urban,11,334607,120,4831,12.16,245113
53,93384,406,0.64,Single,No,Auto loan,3,3,454808,15683,No,0,Urban,33,50000,36,1695,13.44,11020
44,10390,490,0.44,Single,No,Education loan,1,1,1679102,29457,No,0,Rural,2,50000,60,1140,13.1,18400
55,21569,829,0.67,Married,No,Education loan,2,1,827425,17604,No,0,Urban,32,50000,36,1594,9.21,7384
24,32490,882,0.22,Married,Yes,Home loan,0,1,1273479,24970,No,0,Urban,39,50000,60,1006,7.68,10360
22,278011,865,0.29,Married,No,Education loan,2,3,1956228,33156,No,0,Urban,12,50000,120,629,8.85,25480
60,90820,544,0.68,Married,No,Education loan,3,2,757199,16110,Yes,238983,Urban,10,50000,12,4455,12.56,3460
62,281265,375,0.35,Married,No,Medical loan,1,3,1505249,38596,No,0,Urban,39,50000,120,768,13.75,42160
48,11539,846,0.8,Married,No,Home loan,4,3,1563924,52130,No,0,Urban,19,50000,60,1038,9.04,12280
40,73965,566,0.24,Single,Yes,Home loan,1,1,1834623,44746,No,0,Urban,30,50000,24,2326,10.84,5824
59,107799,616,0.35,Married,No,Home loan,3,3,1892082,38613,Yes,555710,Urban,32,50000,240,527,11.34,76480
27,103948,420,0.9,Married,Yes,Business loan,1,1,1066299,41011,No,0,Rural,33,50000,60,1119,12.3,17140
49,153314,324,0.5,Single,No,Home loan,4,0,0,0,No,0,Urban,8,61325,60,1451,14.76,25735
60,258099,731,0.69,Married,No,Medical loan,0,0,0,0,No,0,Rural,6,178088,36,5804,10.69,30856
47,281091,459,0.33,Single,Yes,Business loan,1,3,1869383,33988,No,0,Urban,8,50000,12,4452,12.41,3424
56,253322,895,0.63,Married,Yes,Auto loan,5,2,1544445,67149,No,0,Urban,25,50000,240,404,7.55,46960
48,212538,413,0.71,Married,Yes,Business loan,5,1,1680208,129246,No,0,Rural,1,50000,24,2374,12.87,6976
35,244778,801,0.42,Married,Yes,Auto loan,3,3,1544600,77230,No,0,Urban,4,50000,60,1037,8.99,12220
53,265821,465,0.78,Single,No,Home loan,1,3,234991,5108,Yes,835754,Rural,1,553554,36,18744,13.35,121230
19,202888,474,0.62,Married,No,Home loan,4,2,1393699,116141,No,0,Rural,9,50000,60,1144,13.26,18640
31,272651,300,0.47,Single,Yes,Auto loan,3,1,381402,6691,No,0,Urban,30,50000,60,1150,13.5,19000
30,168223,385,0.59,Married,No,Personal loan,1,3,454925,10831,Yes,263770,Rural,32,96201,120,1473,13.65,80559
46,21618,873,0.6,Married,No,Medical loan,3,2,1665789,42712,No,0,Urban,5,50000,36,1596,9.27,7456
29,288266,619,0.32,Married,Yes,Business loan,5,1,1246335,22255,Yes,370413,Urban,13,50000,60,1069,10.31,14140
56,148426,700,0.48,Married,Yes,Medical loan,4,0,0,0,Yes,531394,Rural,13,76197,120,985,9.5,42003
19,96436,681,0.44,Married,No,Medical loan,0,2,901498,18781,No,0,Urban,14,50000,60,1079,10.69,14740
49,220448,617,0.48,Single,Yes,Education loan,4,3,1086978,60387,No,0,Rural,32,50000,60,1070,10.33,14200
30,146109,549,0.73,Single,No,Home loan,0,0,0,0,No,0,Urban,30,106659,120,1530,12.01,76941
63,38633,824,0.54,Married,Yes,Business loan,2,1,348684,6117,No,0,Urban,16,50000,120,613,8.26,23560
44,296639,854,0.86,Married,No,Medical loan,5,2,1378885,51069,Yes,277684,Urban,14,50000,60,1036,8.96,12160
58,222456,555,0.41,Single,No,Business loan,5,0,0,0,Yes,733174,Urban,19,434992,36,14437,11.95,84740
34,148442,606,0.49,Married,No,Medical loan,5,0,0,0,No,0,Urban,20,54552,60,1198,11.44,17328
57,129873,443,0.75,Married,No,Home loan,4,3,490105,19604,No,0,Urban,28,50000,24,2378,13.07,7072
48,81947,690,0.58,Single,No,Medical loan,0,0,0,0,Yes,630961,Urban,8,363009,60,7910,11.1,111591
51,180205,468,0.58,Married,Yes,Auto loan,2,3,1331177,30254,No,0,Rural,28,50000,240,544,11.82,80560
41,237107,597,0.24,Married,No,Home loan,2,1,1684919,99112,No,0,Urban,33,50000,120,703,11.53,34360
62,105761,532,0.48,Single,No,Business loan,2,3,996698,31146,No,0,Urban,8,50000,12,4458,12.68,3496
52,38926,570,0.39,Single,No,Personal loan,3,2,830312,39538,No,0,Urban,29,50000,12,4437,11.8,3244
65,114700,359,0.9,Married,No,Medical loan,4,0,0,0,Yes,785346,Urban,16,475257,12,42651,13.91,36555
23,59593,595,0.42,Married,Yes,Auto loan,4,1,1795703,41760,Yes,651495,Urban,3,50000,36,1638,11.05,8968
36,15209,766,0.82,Married,No,Home loan,5,3,832360,48962,No,0,Urban,39,50000,60,1058,9.84,13480
47,136700,534,0.67,Single,No,Education loan,4,3,499107,38392,No,0,Urban,31,50000,120,721,12.16,36520
24,96597,533,0.44,Married,No,Home loan,4,3,1023929,20478,Yes,100767,Urban,31,50000,24,2357,12.17,6568
27,279355,667,0.58,Married,No,Business loan,3,1,567872,14944,No,0,Urban,6,50000,60,1095,11.33,15700
58,19927,531,0.79,Married,Yes,Business loan,4,1,454598,18183,No,0,Rural,37,50000,240,522,11.19,75280
49,218535,790,0.82,Married,No,Education loan,0,2,668442,19660,Yes,510601,Rural,31,198579,60,4180,9.6,52221
51,127333,802,0.31,Single,No,Auto loan,2,1,136123,2722,No,0,Urban,4,50000,24,2306,9.98,5344
45,165666,891,0.44,Married,No,Business loan,3,3,116889,3652,Yes,884333,Urban,2,460301,36,14656,9.09,67315
32,215924,680,0.43,Single,No,Auto loan,3,1,910339,17506,Yes,871143,Urban,19,304419,120,4141,10.7,192501
47,218785,727,0.23,Single,No,Auto loan,5,3,1435328,35008,No,0,Rural,16,50000,24,2312,10.23,5488
54,149005,663,0.62,Married,Yes,Home loan,4,2,302034,8389,Yes,887954,Rural,15,417215,12,36654,9.87,22633
46,113780,501,0.8,Married,No,Auto loan,2,2,821878,23482,Yes,156537,Urban,10,50000,24,2376,12.99,7024
39,50696,445,0.47,Married,No,Medical loan,0,3,168690,7667,No,0,Urban,12,50000,36,1685,13.05,10660
21,206521,756,0.72,Married,No,Business loan,2,1,331328,7202,No,0,Rural,17,50000,36,1611,9.94,7996
37,167195,434,0.64,Single,No,Business loan,1,1,1105478,73698,No,0,Urban,13,50000,240,591,13.16,91840
49,60013,563,0.46,Single,No,Personal loan,2,0,0,0,Yes,833819,Rural,33,319192,120,4555,11.87,227408
53,226486,363,0.3,Single,Yes,Auto loan,0,2,857079,17855,Yes,298950,Urban,11,50000,60,1134,12.87,18040
21,249350,790,0.7,Married,Yes,Personal loan,0,2,1279022,27213,No,0,Rural,21,50000,120,622,8.6,24640
44,36140,340,0.8,Married,No,Home loan,0,3,603428,25142,Yes,718221,Rural,20,86318,60,2012,14.1,34402
34,273328,595,0.68,Single,No,Personal loan,3,0,0,0,No,0,Urban,25,88123,12,7811,11.55,5609
29,165918,302,0.21,Married,No,Auto loan,3,1,1291365,64568,No,0,Urban,38,50000,60,1175,14.48,20500
39,121361,409,0.35,Single,No,Business loan,1,3,1461261,37468,No,0,Rural,1,50000,36,1706,13.91,11416
34,163267,520,0.25,Married,No,Home loan,2,1,101730,1784,Yes,336362,Rural,15,183508,120,2664,12.3,136172
27,277750,669,0.6,Married,No,Auto loan,4,1,1325405,49089,Yes,772716,Urban,33,50000,120,683,10.81,31960
18,26555,667,0.73,Single,No,Home loan,5,1,178996,10529,No,0,Urban,10,50000,120,698,11.33,33760
39,100385,735,0.28,Married,No,Education loan,1,0,0,0,No,0,Rural,18,50000,60,1066,10.15,13960
43,265658,303,0.79,Married,Yes,Auto loan,4,2,1395266,36717,No,0,Urban,29,50000,240,602,13.47,94480
35,167419,543,0.59,Married,No,Education loan,4,2,1681421,80067,No,0,Urban,6,50000,24,2367,12.57,6808
31,239797,465,0.68,Married,No,Personal loan,1,1,1676070,49296,No,0,Rural,26,50000,60,1133,12.85,17980
64,113844,325,0.88,Single,No,Auto loan,2,0,0,0,Yes,702737,Urban,21,441532,24,21251,14.25,68492
46,101321,694,0.26,Married,Yes,Education loan,5,1,193577,6049,Yes,58632,Rural,16,50000,120,648,9.56,27760
29,204923,773,0.83,Married,No,Medical loan,4,1,106618,2881,Yes,79884,Rural,14,141438,36,4548,9.77,22290
53,108234,316,0.29,Single,No,Business loan,3,3,1579142,28198,No,0,Rural,8,50000,60,1185,14.84,21100
52,237705,391,0.48,Single,Yes,Personal loan,3,0,0,0,No,0,Urban,11,96983,120,1424,12.59,73897
29,211283,782,0.8,Married,No,Auto loan,1,0,0,0,No,0,Rural,7,160575,24,7423,10.18,17577
24,299987,842,0.83,Single,No,Auto loan,5,2,1072187,76584,No,0,Urban,1,50000,240,468,9.58,62320
46,39793,504,0.55,Married,No,Business loan,5,2,1922039,35593,No,0,Urban,15,50000,60,1123,12.46,17380
28,158929,801,0.62,Married,Yes,Business loan,4,1,1273435,27683,No,0,Urban,2,50000,120,633,8.99,25960
50,29627,699,0.7,Married,Yes,Education loan,1,3,1854480,103026,No,0,Urban,30,50000,24,2295,9.51,5080
23,232633,506,0.78,Married,No,Education loan,5,3,243697,6413,Yes,621676,Urban,25,369972,36,12366,12.44,75204
64,234440,445,0.29,Single,No,Education loan,5,3,713403,13460,Yes,877495,Rural,40,328218,36,11066,13.05,70158
32,185188,400,0.77,Single,Yes,Home loan,3,1,215202,4890,No,0,Rural,1,62525,120,933,13.0,49435
49,268191,540,0.54,Married,Yes,Personal loan,1,2,667238,44482,No,0,Rural,29,50000,60,1089,11.1,15340
28,133099,462,0.52,Married,No,Auto loan,4,0,0,0,Yes,288024,Rural,12,199381,24,9467,12.88,27827
40,219074,472,0.5,Married,Yes,Personal loan,4,1,1682710,45478,No,0,Urban,36,50000,24,2348,11.78,6352
43,183686,801,0.56,Married,No,Business loan,3,3,1490902,78468,No,0,Urban,13,50000,60,1049,9.49,12940
51,284864,846,0.86,Single,No,Medical loan,0,3,363536,11726,No,0,Urban,0,104271,120,1351,9.54,57849
63,117449,583,0.58,Single,No,Personal loan,0,1,628961,22462,No,0,Urban,31,50000,240,539,11.67,79360
51,112828,658,0.87,Married,No,Personal loan,5,3,810199,50637,No,0,Urban,5,50000,36,1646,11.42,9256
46,136613,680,0.33,Married,No,Education loan,2,0,0,0,Yes,181382,Urban,21,131265,36,4278,10.7,22743
21,82095,832,0.71,Single,Yes,Business loan,3,1,712104,35605,Yes,871107,Urban,10,57837,24,2633,8.68,5355
34,115924,462,0.77,Single,No,Personal loan,2,0,0,0,No,0,Urban,22,80335,120,1193,12.88,62825
52,106452,606,0.68,Single,No,Auto loan,5,2,309113,16269,No,0,Urban,13,50000,24,2340,11.44,6160
30,97593,638,0.62,Single,No,Education loan,3,3,1860524,103362,No,0,Urban,13,50000,60,1090,11.12,15400
58,176964,354,0.6,Married,No,Personal loan,4,3,886822,18475,No,0,Urban,19,50000,12,4488,13.96,3856
56,136202,632,0.8,Married,No,Business loan,3,2,1662124,35364,Yes,584187,Urban,6,50000,36,1653,11.68,9508
32,87606,426,0.78,Married,Yes,Medical loan,1,2,1414480,101034,No,0,Urban,18,50000,36,1666,12.24,9976
46,133769,542,0.29,Married,No,Auto loan,2,2,1728670,90982,No,0,Urban,25,50000,36,1662,12.08,9832
46,128542,899,0.79,Married,No,Medical loan,3,3,839902,52493,Yes,428523,Urban,21,50000,60,1026,8.51,11560
28,273068,708,0.49,Married,No,Business loan,2,2,1785579,111598,Yes,155636,Urban,5,50000,12,4417,10.92,3004
49,61322,802,0.38,Single,Yes,Business loan,5,1,1978355,70655,No,0,Urban,12,50000,24,2272,8.48,4528
19,167550,602,0.81,Married,Yes,Business loan,3,2,1627065,28052,Yes,578790,Urban,9,68129,36,2229,10.98,12115
64,81042,763,0.5,Single,Yes,Medical loan,0,1,514103,13529,Yes,552604,Urban,18,154475,36,4902,8.87,21997
31,56418,534,0.77,Single,No,Home loan,2,1,1179439,23126,No,0,Urban,30,50000,36,1664,12.16,9904
37,110699,337,0.38,Single,No,Auto loan,4,0,0,0,Yes,984468,Urban,9,525886,36,18134,14.63,126938
39,100140,438,0.2,Married,No,Business loan,4,1,1343869,26877,No,0,Rural,36,50000,60,1140,13.12,18400
28,21781,494,0.55,Single,No,Home loan,3,1,601628,26157,Yes,363311,Urban,12,50000,240,570,12.56,86800
44,107628,826,0.27,Single,Yes,Education loan,4,2,1716580,44014,No,0,Urban,16,50000,60,1019,8.24,11140
20,86946,300,0.73,Married,No,Home loan,4,3,1767424,117828,Yes,964489,Urban,4,50000,24,2424,15.0,8176
34,95058,860,0.39,Married,No,Education loan,2,2,1194486,30627,No,0,Rural,20,50000,12,4370,8.9,2440
61,161542,395,0.51,Married,No,Medical loan,3,0,0,0,No,0,Rural,38,70028,36,2378,13.55,15580
45,280675,712,0.26,Married,No,Home loan,2,0,0,0,Yes,384542,Urban,19,257948,120,3463,10.38,157612
46,52674,837,0.4,Single,No,Medical loan,3,3,448629,12461,No,0,Rural,6,50000,120,650,9.63,28000
38,137572,728,0.75,Single,No,Business loan,4,1,90200,1919,Yes,840487,Urban,14,479758,12,42227,10.22,26966
64,235730,534,0.31,Married,Yes,Home loan,3,0,0,0,No,0,Rural,14,62114,24,2899,11.16,7462
33,67174,648,0.65,Married,No,Home loan,5,3,503395,9498,No,0,Urban,22,50000,120,689,11.02,32680
54,283423,780,0.84,Married,Yes,Business loan,3,2,72355,5168,No,0,Urban,32,140348,36,4443,8.7,19600
37,266008,695,0.68,Married,No,Education loan,1,2,1374551,32727,No,0,Urban,1,50000,120,690,11.05,32800
23,63051,650,0.77,Married,Yes,Business loan,3,2,1450077,30209,Yes,199316,Rural,31,50000,24,2307,10.0,5368
36,213085,715,0.28,Married,No,Auto loan,1,1,1226787,53338,Yes,61876,Rural,14,50000,24,2315,10.35,5560
22,75524,350,0.38,Single,No,Home loan,2,1,1031814,21496,Yes,155722,Urban,6,50000,12,4501,14.5,4012
20,278614,380,0.83,Single,No,Auto loan,1,3,872828,18183,No,0,Urban,8,50000,120,782,14.2,43840
18,241189,335,0.7,Married,No,Business loan,2,0,0,0,No,0,Urban,27,151949,60,3547,14.15,60871
55,54439,366,0.65,Single,Yes,Medical loan,3,2,243428,16228,Yes,733167,Rural,21,201925,36,6788,12.84,42443
32,286452,780,0.66,Single,No,Business loan,2,1,625208,15248,Yes,435210,Urban,2,204781,120,2728,10.2,122579
51,101563,767,0.49,Single,No,Personal loan,4,1,292740,5974,Yes,511695,Urban,1,223972,120,3000,10.33,136028
52,237328,441,0.23,Single,No,Auto loan,5,0,0,0,Yes,324363,Urban,21,203120,240,2392,13.09,370960
42,216314,655,0.75,Single,No,Personal loan,3,2,359930,6791,Yes,682406,Urban,24,337349,36,11036,10.95,59947
41,19837,770,0.68,Single,No,Auto loan,1,2,1490766,30423,No,0,Urban,24,50000,60,1057,9.8,13420
29,245207,890,0.53,Married,No,Medical loan,5,0,0,0,No,0,Urban,31,97469,60,2004,8.6,22771
35,128128,738,0.83,Married,Yes,Personal loan,0,3,461141,12135,No,0,Urban,6,50000,60,1053,9.62,13180
32,177896,830,0.44,Married,Yes,Personal loan,5,3,358150,10853,No,0,Urban,30,50000,60,1018,8.2,11080
61,174145,426,0.41,Married,Yes,Auto loan,3,0,0,0,No,0,Urban,36,60689,12,5398,12.24,4087
33,107624,504,0.81,Single,No,Business loan,5,0,0,0,No,0,Rural,3,65381,60,1486,12.96,23779
44,199933,328,0.76,Single,No,Education loan,5,3,904059,75338,No,0,Urban,32,50000,60,1169,14.22,20140
25,40063,744,0.56,Single,No,Business loan,4,0,0,0,Yes,833857,Rural,14,434876,120,5761,10.06,256444
63,79453,763,0.29,Married,No,Education loan,2,2,1895850,32133,Yes,470169,Urban,8,50000,12,4404,10.37,2848
42,264371,579,0.35,Married,No,Auto loan,5,3,649747,12032,No,0,Urban,5,50000,12,4447,12.21,3364
34,112166,450,0.66,Single,No,Home loan,1,3,260435,5315,No,0,Rural,30,50000,36,1684,13.0,10624
46,24506,539,0.47,Single,Yes,Business loan,1,3,1473992,47548,No,0,Urban,33,50000,24,2332,11.11,5968
25,235413,565,0.79,Married,Yes,Personal loan,4,2,467342,16115,No,0,Urban,37,50000,24,2326,10.85,5824
32,123604,404,0.86,Married,No,Business loan,5,0,0,0,Yes,498860,Urban,12,329154,120,5004,13.46,271326
44,36026,732,0.76,Married,No,Auto loan,5,1,1827755,107515,No,0,Rural,35,50000,240,488,10.18,67120
63,265116,796,0.46,Single,No,Home loan,4,1,1943082,84481,No,0,Urban,31,50000,120,648,9.54,27760
24,200285,739,0.75,Single,No,Home loan,3,2,1366277,48795,No,0,Urban,21,50000,24,2309,10.11,5416
20,60971,457,0.45,Married,No,Business loan,0,2,840864,25480,No,0,Urban,28,50000,36,1683,12.93,10588
46,123978,471,0.32,Married,No,Business loan,0,0,0,0,No,0,Rural,10,50000,36,1691,13.29,10876
61,169163,793,0.22,Married,No,Medical loan,2,1,1765942,60894,Yes,728387,Urban,5,50000,60,1064,10.07,13840
41,113864,610,0.47,Married,No,Business loan,1,3,1521781,72465,Yes,827882,Urban,4,50000,120,714,11.9,35680
20,105386,702,0.83,Married,Yes,Auto loan,3,2,501259,14321,No,0,Urban,0,50000,24,2306,9.98,5344
37,96126,762,0.37,Married,Yes,Education loan,1,1,1467011,47322,No,0,Rural,38,50000,60,1035,8.88,12100
63,172023,666,0.34,Single,Yes,Medical loan,3,3,1660652,72202,Yes,199346,Urban,9,50000,60,1070,10.34,14200
32,90863,849,0.88,Single,No,Education loan,4,3,1687031,112468,No,0,Urban,9,50000,36,1601,9.51,7636
42,135659,554,0.22,Married,No,Personal loan,2,0,0,0,No,0,Urban,23,50000,24,2352,11.96,6448
47,200944,507,0.75,Single,Yes,Auto loan,4,2,888598,16766,Yes,406841,Urban,6,122794,60,2727,11.93,40826
31,17235,749,0.42,Married,No,Medical loan,1,3,1125463,70341,Yes,884540,Rural,21,50000,60,1062,10.01,13720
24,72712,394,0.23,Married,Yes,Home loan,2,2,465848,12590,Yes,124007,Rural,20,50000,60,1126,12.56,17560
34,162545,777,0.84,Married,No,Medical loan,5,1,953136,20279,Yes,870054,Urban,21,294082,24,13533,9.73,30710
61,208639,489,0.3,Married,No,Personal loan,3,1,277551,10279,Yes,932498,Urban,32,396103,60,8933,12.61,139877
37,247890,783,0.59,Married,No,Home loan,3,2,1061106,66319,Yes,251891,Rural,24,50000,36,1605,9.67,7780
53,135849,835,0.39,Married,No,Medical loan,2,3,1689377,45658,Yes,603964,Urban,30,50000,36,1593,9.15,7348
26,265493,722,0.25,Married,Yes,Home loan,4,3,1840066,61335,No,0,Urban,15,50000,240,458,9.28,59920
55,89823,432,0.23,Married,No,Business loan,2,1,1924810,113224,No,0,Urban,14,50000,120,751,13.18,40120
65,114215,354,0.28,Married,Yes,Home loan,4,3,1132602,32360,No,0,Urban,28,50000,60,1136,12.96,18160
39,251071,809,0.25,Single,Yes,Medical loan,2,3,1339999,31904,No,0,Urban,18,50000,36,1576,8.41,6736
19,42230,840,0.73,Married,Yes,Home loan,4,1,1837153,43741,No,0,Urban,16,50000,60,1016,8.1,10960
41,233660,709,0.54,Married,No,Auto loan,0,0,0,0,No,0,Rural,25,126176,36,4095,10.41,21244
25,189736,510,0.44,Married,No,Business loan,2,1,387850,21547,No,0,Rural,35,50000,60,1122,12.4,17320
28,133246,592,0.49,Single,No,Business loan,4,2,1957941,93235,Yes,328925,Urban,35,50000,120,705,11.58,34600
30,94817,414,0.85,Married,No,Personal loan,5,0,0,0,No,0,Rural,34,60445,60,1386,13.36,22715
34,248657,558,0.84,Married,Yes,Business loan,1,2,548392,10967,No,0,Rural,39,66824,36,2185,10.92,11836
25,227033,421,0.7,Married,No,Education loan,1,0,0,0,Yes,917395,Urban,22,609674,60,13962,13.29,228046
38,241414,598,0.82,Married,No,Auto loan,2,0,0,0,Yes,996603,Urban,8,350684,240,3866,12.02,577156
35,266812,680,0.42,Married,No,Personal loan,2,1,1479537,44834,No,0,Urban,33,50000,240,505,10.7,71200
47,80219,860,0.47,Single,No,Education loan,3,1,735443,29417,Yes,53503,Urban,17,50000,60,1035,8.9,12100
35,180956,800,0.63,Married,Yes,Home loan,4,2,1362452,34934,Yes,344761,Urban,15,50000,24,2272,8.5,4528
63,267134,596,0.64,Single,Yes,Education loan,2,1,1474884,27828,No,0,Urban,31,50000,240,500,10.54,70000
64,31650,661,0.54,Married,No,Personal loan,1,0,0,0,No,0,Urban,27,50000,24,2327,10.89,5848
48,180521,888,0.48,Married,Yes,Business loan,1,1,446158,13519,No,0,Urban,31,50000,120,596,7.62,21520
55,180733,762,0.89,Married,Yes,Auto loan,1,2,634141,14747,No,0,Urban,17,50000,24,2281,8.88,4744
49,252037,737,0.77,Married,No,Personal loan,4,0,0,0,No,0,Rural,33,155254,60,3308,10.13,43226
28,90428,426,0.5,Married,No,Education loan,0,2,296208,13464,Yes,726214,Urban,28,246753,60,5644,13.24,91887
62,216251,496,0.71,Single,No,Education loan,2,3,1982092,79283,No,0,Urban,20,50000,24,2366,12.54,6784
42,19943,520,0.39,Single,No,Personal loan,0,1,1894437,45105,No,0,Rural,0,50000,36,1679,12.8,10444
50,184312,390,0.27,Married,No,Medical loan,4,0,0,0,No,0,Urban,15,50000,60,1153,13.6,19180
55,31042,710,0.45,Married,Yes,Medical loan,5,2,1849213,33622,Yes,389743,Rural,32,50000,60,1047,9.4,12820
58,262842,307,0.48,Married,No,Personal loan,2,1,1266916,84461,No,0,Urban,20,50000,60,1174,14.43,20440
25,196443,843,0.21,Single,No,Medical loan,3,1,369820,6603,No,0,Urban,34,50000,60,1039,9.07,12340
28,161990,767,0.77,Single,Yes,Personal loan,2,2,1514309,45888,No,0,Rural,26,50000,12,4368,8.83,2416
39,224304,619,0.45,Single,Yes,Business loan,2,0,0,0,No,0,Urban,19,90843,24,4204,10.31,10053
41,154923,693,0.61,Single,No,Personal loan,2,2,1686591,42164,Yes,991047,Rural,30,74608,120,1009,10.57,46472
58,211904,568,0.25,Married,No,Home loan,2,1,1718349,37355,No,0,Urban,15,50000,24,2349,11.82,6376
34,197428,490,0.32,Single,Yes,Auto loan,5,2,603187,25132,No,0,Urban,13,50000,24,2344,11.6,6256
29,155817,360,0.82,Married,No,Auto loan,2,3,589356,19011,No,0,Urban,31,50000,36,1706,13.9,11416
63,15730,737,0.63,Single,No,Home loan,4,1,818890,27296,No,0,Rural,40,50000,36,1616,10.13,8176
49,239502,563,0.87,Single,No,Education loan,2,0,0,0,Yes,889379,Rural,31,632219,24,29722,11.87,81109
32,212210,394,0.9,Married,No,Education loan,5,3,639989,24614,Yes,83399,Urban,1,50000,36,1710,14.06,11560
33,224183,852,0.46,Single,No,Education loan,4,2,1963416,53065,No,0,Urban,21,50000,12,4372,8.98,2464
39,29023,769,0.41,Single,No,Education loan,2,0,0,0,No,0,Rural,36,50000,12,4391,9.81,2692
45,136796,813,0.8,Single,No,Business loan,2,3,267824,8639,Yes,131808,Urban,16,60729,60,1271,9.37,15531
37,294981,493,0.9,Single,Yes,Home loan,4,2,670030,14255,Yes,692012,Rural,31,387332,60,8532,11.57,124588
50,186111,781,0.64,Married,Yes,Auto loan,2,3,1652133,97184,No,0,Urban,37,50000,24,2277,8.69,4648
27,30923,635,0.76,Single,No,Home loan,5,1,406944,15651,No,0,Urban,16,50000,60,1090,11.15,15400
57,281020,734,0.75,Married,No,Auto loan,1,0,0,0,No,0,Urban,33,200226,12,17617,10.16,11178
49,204795,495,0.45,Married,No,Education loan,2,3,193291,12886,No,0,Rural,6,50000,24,2378,13.05,7072
50,243462,548,0.6,Married,No,Business loan,3,1,1183270,69604,No,0,Rural,28,50000,36,1661,12.02,9796
19,61413,797,0.78,Single,Yes,Personal loan,4,2,1157619,89047,Yes,62984,Rural,16,50000,24,2273,8.53,4552
50,265719,511,0.68,Married,Yes,Personal loan,5,1,207061,4405,No,0,Urban,23,82656,240,875,11.39,127344
50,38756,765,0.21,Single,No,Medical loan,2,2,1688127,64927,Yes,637174,Rural,7,50000,60,1070,10.35,14200
58,128248,520,0.44,Married,No,Education loan,2,0,0,0,No,0,Rural,22,50786,240,569,12.3,85774
30,282448,572,0.3,Married,No,Education loan,4,1,1796342,78101,No,0,Urban,32,50000,24,2348,11.78,6352
47,40341,453,0.36,Single,No,Home loan,0,1,1464044,28706,No,0,Rural,28,50000,24,2376,12.97,7024
50,137039,548,0.83,Married,No,Business loan,5,2,274666,4993,No,0,Urban,18,50000,60,1112,12.02,16720
30,201830,578,0.23,Married,Yes,Business loan,5,3,1319316,25371,No,0,Urban,4,50000,24,2335,11.22,6040
43,172730,739,0.35,Married,No,Home loan,1,2,693720,38540,No,0,Urban,36,50000,120,663,10.11,29560
